name,chunk_id,heading_path,section_label,text,num_tokens,num_sentences,answer,explanation,gemini_class,gemini_explanation,value_class
aalto-university.md,10,"Aalto University > Aalto University Research Data Management Policy > Principles for open access publishing of research data (recommended to be acknowledged in data management in general, where applicable) > 3. Assessability and intelligibility",,The research data and the necessary software to access the data shall be assessable for and intelligible to third parties for scientific scrutiny and peer review. Research data shall be published together with related scientific publications for the purposes of peer review. Research data shall be provided in a way that judgements can be made about its reliability and the competence of those who created it.,66,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text highlights the value of research data by explaining how its accessibility and intelligibility enable scientific scrutiny, peer review, and the assessment of its reliability and the competence of its creators. These aspects directly contribute to the quality and trustworthiness of scientific output. Evidence: assessable for and intelligible to third parties for scientific scrutiny and peer review | provided in a way that judgements can be made about its reliability and the competence of those who created it",
aalto-university.md,11,"Aalto University > Aalto University Research Data Management Policy > Principles for open access publishing of research data (recommended to be acknowledged in data management in general, where applicable) > 4. Usability",,"The research data and the necessary software to access the data shall also be usable for purposes beyond the original project. The research data chosen for long-term preservation shall be safely stored and curated to ensure its usability for wider needs than merely a highly specialised expert group. Whenever possible, certified repositories are used for research data preservation.

Research data shall be stored together with the minimum metadata and documentation to make it useful. Aalto University does not require the creator of the research data to offer support for further use of the data.

When applicable and allowed by previous licenses, the necessary software will also be stored together with the research data.",114,6,no,No: no explicit or implicit value-of-data cues detected.,yes,The text explicitly discusses the importance of research data being usable and useful for purposes beyond the original project and for wider needs. This highlights the intrinsic and pragmatic value of the data for future research and broader application. Evidence: usable for purposes beyond the original project | usability for wider needs than merely a highly specialised expert group,
aalto-university.md,12,"Aalto University > Aalto University Research Data Management Policy > Principles for open access publishing of research data (recommended to be acknowledged in data management in general, where applicable) > 5. Interoperability",,"The research data and the necessary software shall be produced in a manner that ensures their interoperability with applicable standards and special quality requirements. Interoperability shall be implemented in a way that allows data exchange between researcher groups, higher education institutions and research institutions in different countries. Interoperability will also allow for the re-combination of different datasets from different origins.",61,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text discusses how interoperability enhances the utility and intrinsic value of research data by enabling data exchange and re-combination, which facilitates reuse and accelerates discovery. Evidence: allows data exchange between researcher groups, higher education institutions and research institutions in different countries. | Interoperability will also allow for the re-combination of different datasets from different origins.",
aalto-university.md,13,Aalto University > Aalto University Research Data Management Policy > Related documents and agreements,,"Finnish Advisory Board on Research Integrity (TENK): Ethical review in human sciences (TENK)
Responsible conduct of research (TENK)
Guideline on non-disclosure of information and information security classification at Aalto University Classification of Information, Guidelines
Classification of Information, Rules on the Handling
Examples of confidential data and IT services
  Guidelines for processing of personal data in scientific research",58,6,no,No: no explicit or implicit value-of-data cues detected.,no,"The text focuses on ethical guidelines, responsible conduct, and information security classifications related to research data. It describes procedures for handling and protecting data, rather than discussing its inherent value or benefits. Evidence: Guideline on non-disclosure of information and information security classification at Aalto University | Guidelines for processing of personal data in scientific research",
aalto-university.md,14,Aalto University > Aalto University Research Data Management Policy > Related documents and agreements,,"Annex 1 to the Employment Contract, Terms and Conditions on Assigning Rights generated in All Projects which Receive Funding from External Sources
  en_liite_20110831_2.pdf?version=1&modificationDate=1441263348088&api=v2 .
Creative Commons Attribution 4.0 International (CC BY 4.0)
CC0 1.0 Universal (CC0 1.0) Public Domain Dedication
MIT Licence
Background documents
Guidelines on Data Management in Horizon 2020

Guidelines on Open Access to Scientific Publications and Research Data in Horizon 2020

G8 Science Ministers Statement
  Meeting_Statement_12_June_2013.pdf",70,10,no,No: no explicit or implicit value-of-data cues detected.,no,"The text is a list of documents, licenses, and guidelines related to data management, open access, and intellectual property. It describes procedural aspects of handling research data but does not discuss its inherent value or benefits. Evidence: Guidelines on Data Management in Horizon 2020 | Guidelines on Open Access to Scientific Publications and Research Data in Horizon 2020",
aberystwyth-university.md,0,Research Data Management Policy,,"Version 3.0

Policy Title ResearchDataManagementPolicy
Approval Date 18 February 2020
Approving Body ResearchCommittee
Version 3.0
Supersedes 2.2
Previousreviewdate June 2021
Nextreviewdate Autumn 2022
Policy Owner Pro Vice-Chancellor - Research, Knowledge Exchange, and Innovation
Lead contact Open Access and Research Data Officer

This policy defines the responsibilities at individual and institutional level which should guide the work of those involved in data collection, processing, storage, maintenance, and archival.",60,11,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes a policy focused on defining responsibilities for research data management, including collection, processing, storage, maintenance, and archival. It is purely procedural and administrative, without discussing any benefits or value derived from the data itself. Evidence: Policy Title ResearchDataManagementPolicy | This policy defines the responsibilities at individual and institutional level which should guide the work of those involved in data collection, processing, storage, maintenance, and archival.",
aberystwyth-university.md,1,Research Data Management Policy,,"1. Research data will be managed to the highest standards throughout the research data lifecycle as part of the University’s commitment to research excellence.
2. Responsibility for research data management during any research project or programme lies primarily with Principal Investigators (PIs).
3. All new research proposals must include a Data Management Plan (DMP) that explicitly addresses data capture, management, storage, integrity, associated costs, confidentiality, retention, sharing, and publication.

4. The legitimate interests of any human participants of research must be protected.

5. Research data and records should be:",85,10,no,No: no explicit or implicit value-of-data cues detected.,no,"The text primarily outlines policies, responsibilities, and procedural requirements for managing research data, such as the need for Data Management Plans. It focuses on good practice and compliance rather than discussing the inherent or derived value of the data itself. Evidence: Research data will be managed to the highest standards throughout the research data lifecycle as part of the University’s commitment to research excellence. | All new research proposals must include a Data Management Plan (DMP) that explicitly addresses data capture, management, storage, integrity, associated costs, confidentiality, retention, sharing, and",
aberystwyth-university.md,2,Research Data Management Policy,,"Accurate, documented, complete, authentic, and reliable
• Stored in a safe and secure manner
• Stored in a manner which is compliant with legal obligations and, where applicable, the requirements of funding bodies and project-specific protocols approved by the University’s Research Ethics Panel
• Able to be made available to others in line with appropriate ethical, data sharing, and open access principles Data which is shared openly should follow FAIR principles; Findable, Accessible, Interoperable, and Reuseable
6. Research data and any associated records should be retained for as long as they are of continuing value to the researcher and the wider research community, and as long as specified by the research funder, patent law, legislative, or other regulatory requirements. The minimum retention period for research data is three (3) years after publication or public release of the research. In many instances, researchers or the university will resolve to retain research data for a period surpassing the minimum requirement or indefinitely.
7. Published research papers should include a short statement describing how any supporting research data may be accessed, e.g. though citation and the use of a DOI link.
8. Subject to third party interests, research data which supports a scholarly work produced by a member of University staff, shall be owned by the University and retained for an appropriate period of time in accordance with point 6. This period may extend beyond the period of employment of the staff member with the University.
9. Subject to third party interests, research data which supports a scholarly work produced by a student of the University, will remain the intellectual property of the student and be retained for an appropriate period of time in accordance with point 6.
10. If research data or records are to be deleted or destroyed, this should be done so in accordance with University Information Compliance procedures. With all legal, ethical, funder, and collaborator requirements met, and with particular concern for confidentiality and security.
11. Research data will be offered for deposit and archival in the University repository, or an appropriate national, international, or discipline-specific repository. With a metadata record always created in the University repository.
12. The University will provide training, support, advice, and where appropriate, guidelines and templates for research data management and data management plans.",371,24,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text explicitly states that research data should be retained for its ""continuing value"" to both the researcher and the wider research community. It also highlights that data should be ""Reuseable"" as part of the FAIR principles, indicating its utility and potential for future scientific endeavors. Evidence: Reuseable | retained for as long as they are of continuing value to the researcher and the wider research community",
aberystwyth-university.md,3,Research Data Management Policy,,"13. Exclusive (and non-exclusive) rights to publish research data should not be handed over for commercial purposes free of charge. The University must retain the right to publish, subject to confidentiality provisions and/or contractual obligations dictated by funding conditions, or as directed by the University’s Intellectual Property Policy. Any such commercial license must be negotiated between the requesting party and the University.
14. The University will advise on, and provide mechanisms and services for, storage, backup, registration, deposit, and archival of research data , during and after the completion of research projects.",92,6,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text clearly indicates the commercial value of research data by stating that rights to publish it for commercial purposes should not be given away freely. It emphasizes that commercial licenses for data must be negotiated, implying it is an asset with economic worth. Evidence: should not be handed over for commercial purposes free of charge | Any such commercial license must be negotiated",
aston-university.md,0,Research Data Management Policy,,Jul-23,1,1,unsure,Unsure: very short text; no clear value cues.,no,The text provided is only a date and contains no information or discussion about research data or its value.,
aston-university.md,1,Research Data Management Policy > Aston University Research Data Management Policy > 1. INTRODUCTION AND PURPOSE,,"The maintenance of accurate and retrievable data arising from research projects is an essential component of good practice in the conduct of research and a key component of research integrity and research reproducibility. Consideration around research data management and evidence of good research data management should be seen as an integral part of the research process, which is what Aston University expects of all researchers. This is in line with Aston’s values and commitment to deliver research that changes lives for the better through collaborations between students, academic staff and industry leaders.",93,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text emphasizes that accurate and retrievable research data is essential for research integrity and reproducibility, and that good data management enables research with positive societal impact. It frames data as integral to the research process and its valuable outcomes. Evidence: essential component of good practice in the conduct of research and a key component of research integrity and research reproducibility. | deliver research that changes lives for the better",
aston-university.md,2,Research Data Management Policy > Aston University Research Data Management Policy > 1. INTRODUCTION AND PURPOSE,,"In addition, good research data management can benefit the transparency, productivity and overall reliability of the research generated, supporting the research process and visibility of any research outputs. Evidence of good research data management is also a requirement of most funding bodies and publishers of journal articles. Aston University is committed to supporting its researchers to meet the highest standards of research data management and acknowledges that research data management involves numerous stakeholders across the research data lifecycle, from creation through to dissemination and preservation. Therefore, this policy is divided into distinct sections aimed at key stakeholders within the University.

The University endorses the UKRI Common Principles on Data Policy.

This policy covers Aston’s approach to research data management.

The purpose of this policy is to:

Ensure that researchers manage their research data effectively, enabling them to:

Demonstrate the highest standards of integrity of their research, Preserve eligible research data for sharing and reuse (as appropriate), Comply with ethical, legal, funder and other requirements in relation to research data and research data management.

Ensure that University Colleges understand their responsibilities in relation to governance of research data management in their departments, Ensure that the University responsibilities for research data management are clearly articulated.

This policy covers the processes, arrangements, and limitations for storing research data during the active research process.",221,11,yes,Explicit: 'benefit' appears near 'data'.,yes,"The text explicitly states that good research data management benefits the transparency, productivity, and reliability of research, and enables data preservation for sharing and reuse. These benefits directly highlight the intrinsic, pragmatic, and societal value of the research data itself. It emphasizes how proper management unlocks the data's potential for broader impact and utility. Evidence: good research data management can benefit the transparency, productivity and overall reliability of the research generated | Preserve eligible research data for sharing and reuse (as appropriate)",
aston-university.md,3,Research Data Management Policy > Aston University Research Data Management Policy > 2. SCOPE OF POLICY,,"For the purposes of this policy, research data are as defined by the UKRI Concordat on Open Research Data1 as ‘the evidence that underpins the answer to a research question’. The research data can be quantitative or qualitative and may either be primary (generated first hand) or processed secondary data (building upon primary data) where the rights for the original data may be held elsewhere. Contemporary research data tends to exist digitally and takes many different forms including documents, spreadsheets, code, models, transcripts, images etc. However historic, and visual data can still exist in physical records including books, sketches, photographs, audiotapes, and specimens.

For a more comprehensive table of research data examples please see Appendix 1.

If you are engaged in a Knowledge Exchange activity whereby you are generating research data, you are expected to abide by the standards set out within this policy.

Research data preservation for the purpose of sharing is covered by the Data Preservation and Open Research Data Policy.",162,7,no,No: no explicit or implicit value-of-data cues detected.,no,"The text defines research data, describes its forms, and outlines policy expectations for its generation and preservation. It does not discuss the inherent value or benefits of research data itself. Evidence: For the purposes of this policy, research data are as defined by the UKRI Concordat on Open Research Data1 as ‘the evidence that underpins the answer to a research question’. | If you are engaged in a Knowledge Exchange activity whereby you are generating research data, you are expected to abide by the standards set out within this policy.",
aston-university.md,4,Research Data Management Policy > Aston University Research Data Management Policy > 2. SCOPE OF POLICY > 2.1 Who is Covered by the Policy,,"This policy applies to all researchers (defined as any staff members conducting research and doctoral research students) at Aston University with contractual responsibility for research data generation, collection, and/or analysis, or who produce or use research data. The policy stands to detail the management of that data arising from their research, and the roles of the various individuals or services that will support the management of research data during its lifecycle.",72,2,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes the scope of a policy and its purpose to detail the management of research data. It focuses on procedural aspects and responsibilities rather than discussing any benefits, importance, or value derived from the research data itself. Evidence: This policy applies to all researchers... with contractual responsibility for research data generation, collection, and/or analysis, or who produce or use research data. | The policy stands to detail the management of that data arising from their research, and the roles of the various individuals or services that will support the management of research data during its l",
aston-university.md,5,Research Data Management Policy > Aston University Research Data Management Policy > 2. SCOPE OF POLICY > 2.1 Who is Covered by the Policy,,"The policy does not apply to postgraduate taught and undergraduate students in the first instance, except where their research findings are included in published research outputs. They may be guided in the first instance by the principles contained within this policy.

Research Committee owns this policy and oversees research data management policy implementation via College Research Committees.

The Chair of the Research Committee is responsible for ensuring that this policy is reviewed every two years (unless there is significant change in current regulations which impact this policy) and is fit for purpose.

The University expects that the following general research data management principles will be followed:",106,5,no,No: no explicit or implicit value-of-data cues detected.,no,"The text outlines the scope, ownership, and review process of a research data management policy. It focuses on procedural and compliance aspects of managing research data, rather than discussing the inherent value or benefits derived from the data itself. Evidence: Research Committee owns this policy and oversees research data management policy implementation | is responsible for ensuring that this policy is reviewed every two years",
aston-university.md,6,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.1. General research data management,,"Research data should be actively managed to ensure that it is available for access, validation, and re-use (where appropriate). The rights and interests of research participants must always be protected. Researchers must comply with all relevant regulations, funder requirements, contractual obligations, and ethical requirements, as appropriate, at all times during their research.

Research data must be:",57,4,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,yes,"The text highlights the value of research data by stating it should be managed to enable access, validation, and re-use, which are key aspects of its utility and intrinsic scientific worth. Evidence: Research data should be actively managed to ensure that it is available for access, validation, and re-use | available for access, validation, and re-use",
aston-university.md,7,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.2 Research data,,"Accurate, auditable, authentic, and reliable.
Identifiable, retrievable, and available when needed.
Secure and safe with appropriate measures taken in handling sensitive, classified, and confidential data.
Kept in a manner that is compliant with legal obligations, University policy and, where applicable, the requirements of funding bodies; and
Considered for long term preservation.",51,5,no,No: no explicit or implicit value-of-data cues detected.,no,"The text describes characteristics of well-managed research data, focusing on quality, accessibility, security, and compliance. It outlines procedural requirements for data handling rather than discussing the inherent benefits or worth of the data itself. Evidence: Accurate, auditable, authentic, and reliable. | Kept in a manner that is compliant with legal obligations, University policy",
aston-university.md,8,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.2 Research data,,"Clear arrangements for research data management must be in place prior to research data generation. The University recommends that all research projects have an associated Research Data Management plan (RDMP), with named researchers and their responsibilities detailed within. This may be a mandatory requirement as part of a grant application, and your Strategic Funding Manager will advise if so. It is the responsibility of the researcher to consider how legal and ethical restrictions will impact on their ability to share data at the end of the project and it is recommended that these considerations are addressed in a RDMP.",99,4,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,no,"The text focuses on procedural and compliance aspects of research data management, such as planning, responsibilities, and legal/ethical considerations for sharing. It does not discuss the inherent benefits or value of the research data itself. Evidence: Clear arrangements for research data management must be in place | This may be a mandatory requirement as part of a grant application",
aston-university.md,9,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.2 Research data,,"Research data must be stored and disposed of securely according to the relevant retention and disposal schedule, in accordance with legal, ethical, research funder and collaborator requirements and with particular concern for the confidentiality and security of the data. Records relating to research (e.g. master copies of approved consent forms, information sheets, records relating to ethical approval) should be retained for six years after the date of project closure, in line with the University Records Management Procedures. Research data that underpins published results or is considered to have long-term value should be retained.",95,4,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text explicitly states that research data considered to have 'long-term value' should be retained. It also implies value by noting that data 'underpins published results,' highlighting its importance for scientific integrity and reproducibility. Evidence: Research data that underpins published results | is considered to have long-term value",
aston-university.md,10,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.2 Research data,,"Research data should be stored on Box unless there are specific reasons why this is not practical, nor in line with a collaboration agreement (for example). In this case advice should be sought from Digital Services in the first instance, and the Research Integrity Office where appropriate.

The deliberate or reckless mismanagement of research data and/or primary materials constitutes unacceptable research conduct and should be reported in line with the University Research Misconduct Policy or the Whistleblowing policy.

When participating in collaborative projects, an Aston University lead must be identified to take responsibility for management of research data produced under the auspices of Aston

University. This person is also responsible for ensuring that data are managed appropriately and in line with any relevant contracts and/or ethics approvals in place.",131,6,no,No: no explicit or implicit value-of-data cues detected.,no,"The text outlines procedures for storing and managing research data, assigns responsibilities, and defines consequences for mismanagement. It focuses on compliance and avoiding misconduct rather than discussing the intrinsic or extrinsic value of the data itself. Evidence: Research data should be stored on Box unless there are specific reasons why this is not practical | The deliberate or reckless mismanagement of research data and/or primary materials constitutes unacceptable research conduct",
aston-university.md,11,Research Data Management Policy > Aston University Research Data Management Policy > 3. POLICY STATEMENT > 3.4 What to do when you leave Aston,,"The University expects that researchers will make the necessary arrangements to deposit/archive research data associated with projects which are closed, or transfer/make available data and records which are associated with active research projects. It is expected that transfer will occur via Box, with shared ownership of relevant Box folders with other appropriate researchers within the University, noting that this should be done in line with any relevant contracts and/or ethics approvals in place. For any arrangements where Box cannot be used, Digital Services should be consulted to discuss and approve an alternative mechanism.

The University is responsible for:

Providing access to services and facilities for the storage, backup, deposit and retention of research data and records that allow researchers to meet their requirements under this policy and those of the funders.

ensuring that staff and research students understand the requirements for research data management and engage with training and development as necessary.

Providing the necessary resources to those central services responsible for the provision of these services, facilities, and training.

raising awareness of best practice in research data management in which legal, ethical, and professional requirements and standards are considered whenever research data are created, handled, used, shared or stored.

Heads of School/Department or Associate Deans for Research are responsible for:

Ensuring that researchers in their area are aware of this policy and their responsibilities in relation to it.

Assist researchers in their area to meet the requirements of this policy.

Ensuring that when a member of staff leaves the institution before the completion of a project (and final deposit of research data), that a copy of data produced under the auspices of the University is retained.

Oversight of the curation and disposal of research data retained once a member of staff has left or retired from the University.

Researchers are responsible for:

Considering, at the outset of a research project, creation of a RDMP  which documents clear procedures for the collection, storage, use, re-use, access and retention or destruction of the research data.

Familiarising themselves with this policy and associated policies/guidance.

Ensuring that on completion of research, all relevant research data are preserved, maintained, or disposed of appropriately, securely, and can be audited.

Ensuring that requests for destruction/withdrawal of research data by research participants are acted upon in a timely manner.",389,18,yes,Implicit: discusses benefits/impact/FAIR/commercial outcomes tied to data.,no,"The text primarily outlines institutional policies, procedures, and responsibilities for managing and archiving research data. It focuses on compliance with internal policies and funder requirements, data retention, and operational aspects, rather than discussing the inherent value or benefits derived from the research data itself. Evidence: The University expects that researchers will make the necessary arrangements to deposit/archive research data associated with projects which are closed, or transfer/make available data and records whi | Providing access to services and facilities for the storage, backup, deposit and retention of research data and records that allow researchers to meet their requirements under this policy and those of",
aston-university.md,12,Research Data Management Policy > Aston University Research Data Management Policy > 4. ROLES AND RESPONSIBILITIES > 4.3. Researchers,4.3.5,"Ensuring that they meet all requirements in relation to research data placed on their research by funding bodies, regulatory agencies, and research ethics committees, third party data providers and collaborating institutions or under terms of a research contract with the University.

Ensuring that active research data are accessible by another authorised person during the research to guarantee access to the data by the University in case of need.

In addition, lead researchers or Principal Investigators (including supervisors of doctoral research students, are responsible for:",84,3,no,No: no explicit or implicit value-of-data cues detected.,yes,"The text implies the utility and strategic importance of research data by emphasizing the need to ensure its accessibility for the university's use in case of need, suggesting its value beyond the immediate researcher. Evidence: Ensuring that active research data are accessible by another authorised person during the research | to guarantee access to the data by the University in case of need.",
aston-university.md,13,Research Data Management Policy > Aston University Research Data Management Policy > 4. ROLES AND RESPONSIBILITIES > 4.3. Researchers,4.3.7,"Ensuring that throughout the project, storing, sharing and manipulation of data are in accordance with legal and ethical requirements and recommended practices to ensure data are kept secure, backed-up and organised effectively (the University recommends that Box is used unless in specific circumstances and with permission from Digital Services).

Ensuring that any requirements in relation to research data and records management placed on their research by funding bodies or regulatory agencies or under the terms of a research contract with the University are also met.

Where research is undertaken by a student it is the responsibility of the staff member supervising their project to ensure that the student has a clear understanding of appropriate research data management practice in line with this policy.

Research data subject to contractual, regulatory and/or funder policies will need to be managed in line with the stipulated requirements. In this case these requirements supersede the details pertained inside this policy.

Advice on how to implement the requirements set out in this policy are available via the Library webpages, Research Integrity webpages or by emailing researchdata@aston.ac.uk or research_governance@aston.ac.uk.

This policy should be read alongside the following:",199,7,no,No: no explicit or implicit value-of-data cues detected.,no,"The text focuses on procedural aspects of research data management, including security, backup, organization, and compliance with legal, ethical, and funder requirements. It does not discuss the intrinsic, economic, societal, or strategic value of the research data itself. Evidence: Ensuring that throughout the project, storing, sharing and manipulation of data are in accordance with legal and ethical requirements and recommended practices to ensure data are kept secure, backed-u | Ensuring that any requirements in relation to research data and records management placed on their research by funding bodies or regulatory agencies or under the terms of a research contract with the",
